codigo_de_batea,ano,ciclo,n_batea,fecha_rebose,inicio_de_carga,fin_de_carga,tms,horas_de_lixiviacion,cut_pct,cusac_pct,pctc,fet_pct,indice_solubilidad,pctrec_cusac,p80_mm,pcthumedad_inicial,tiempo_de_lixiviacion_h,ratio_de_curado_kg_tn,pctoxi_2,pctoxi_3,pctoxi_3m,pctoxi_4,pctoxi_4m,load__tms_x_turno__mean,load__tms_x_turno__p10,load__tms_x_turno__p90,load__tms_x_turno__std,load__tms_x_turno__n,load__dosificacion_acido_x_dia_kg_tms__mean,load__dosificacion_acido_x_dia_kg_tms__p10,load__dosificacion_acido_x_dia_kg_tms__p90,load__dosificacion_acido_x_dia_kg_tms__std,load__dosificacion_acido_x_dia_kg_tms__n,load__flujo_sx_hg__mean,load__flujo_sx_hg__p10,load__flujo_sx_hg__p90,load__flujo_sx_hg__std,load__flujo_sx_hg__n,load__flujo_sx_lg__mean,load__flujo_sx_lg__p10,load__flujo_sx_lg__p90,load__flujo_sx_lg__std,load__flujo_sx_lg__n,load__flujo_lix_hg__mean,load__flujo_lix_hg__p10,load__flujo_lix_hg__p90,load__flujo_lix_hg__std,load__flujo_lix_hg__n,load__flujo_lix_lg__mean,load__flujo_lix_lg__p10,load__flujo_lix_lg__p90,load__flujo_lix_lg__std,load__flujo_lix_lg__n,load__ph_pls_hg__mean,load__ph_pls_hg__p10,load__ph_pls_hg__p90,load__ph_pls_hg__std,load__ph_pls_hg__n,load__ph_pls_lg__mean,load__ph_pls_lg__p10,load__ph_pls_lg__p90,load__ph_pls_lg__std,load__ph_pls_lg__n,load__n_rows,leach__tms_x_turno__mean,leach__tms_x_turno__p10,leach__tms_x_turno__p90,leach__tms_x_turno__std,leach__tms_x_turno__n,leach__dosificacion_acido_x_dia_kg_tms__mean,leach__dosificacion_acido_x_dia_kg_tms__p10,leach__dosificacion_acido_x_dia_kg_tms__p90,leach__dosificacion_acido_x_dia_kg_tms__std,leach__dosificacion_acido_x_dia_kg_tms__n,leach__flujo_sx_hg__mean,leach__flujo_sx_hg__p10,leach__flujo_sx_hg__p90,leach__flujo_sx_hg__std,leach__flujo_sx_hg__n,leach__flujo_sx_lg__mean,leach__flujo_sx_lg__p10,leach__flujo_sx_lg__p90,leach__flujo_sx_lg__std,leach__flujo_sx_lg__n,leach__flujo_lix_hg__mean,leach__flujo_lix_hg__p10,leach__flujo_lix_hg__p90,leach__flujo_lix_hg__std,leach__flujo_lix_hg__n,leach__flujo_lix_lg__mean,leach__flujo_lix_lg__p10,leach__flujo_lix_lg__p90,leach__flujo_lix_lg__std,leach__flujo_lix_lg__n,leach__ph_pls_hg__mean,leach__ph_pls_hg__p10,leach__ph_pls_hg__p90,leach__ph_pls_hg__std,leach__ph_pls_hg__n,leach__ph_pls_lg__mean,leach__ph_pls_lg__p10,leach__ph_pls_lg__p90,leach__ph_pls_lg__std,leach__ph_pls_lg__n,leach__n_rows
25-C26-B05-Jun,2025,26,Batea 05,2025-06-24 00:11:00,2025-06-23 08:41:59.000,2025-06-23 18:24:00.000,15065.919512409788,103.53,0.5043942992874109,0.4130083732057416,0.468075661967752,13.987331749802058,81.88204620655391,66.3,8.90540746623934,1.6584888223904242,103.53,26.72967197823609,20.34,55.93,0.0,23.73,0.0,18811.61413499836,18570.553070215392,19052.675199781326,426.1397839702143,2,33.44130894273496,33.44130894273496,33.44130894273496,,1,856.5051676432292,849.0775960286459,863.9327392578125,13.130215641051498,2,859.4572347005209,853.0036214192709,865.9108479817709,11.408484285818602,2,1204.826456705729,1152.226424153646,1257.4264892578124,92.98459927052812,2,926.7807210286458,915.6711832682291,937.8902587890625,19.63907371559656,2,1.3199999928474426,1.3119999527931214,1.3280000329017638,0.01414220643043645,2,1.340000033378601,1.3320000410079955,1.3480000257492066,0.014142122136739427,2,2,18595.271801740135,17569.06431146704,19448.405425406654,1050.832372002738,4,34.4895076877662,33.65094869174121,35.328066683791185,1.4823768812856317,2,862.457987467448,852.7913818359375,868.52431640625,10.235687115962286,4,863.1302693684896,855.6322835286459,867.9105957031251,7.902713320055712,4,1177.3869222005208,1127.7874918619793,1242.4871663411457,66.12017491625913,4,923.558837890625,911.1733642578125,937.5387125651041,14.413786894657811,4,1.3274999856948853,1.309999942779541,1.3510000228881835,0.023629114455469866,4,1.3672500252723703,1.335700023174287,1.4130000472068787,0.04936515350346424,4,4
25-C26-B06-Jun,2025,26,Batea 06,2025-06-24 08:40:00,2025-06-23 18:24:00.000,2025-06-24 03:55:00.000,15442.107979649216,107.37,0.508999192897498,0.4346359319351009,0.431397150588684,13.974172719935432,85.39029884525333,75.6,8.366152504562852,1.4668965055562992,107.37,26.990274301504865,20.0,58.46,0.0,21.54,0.0,18595.271801740135,17569.06431146704,19448.405425406654,1050.832372002738,4,34.4895076877662,33.65094869174121,35.328066683791185,1.4823768812856317,2,862.457987467448,852.7913818359375,868.52431640625,10.235687115962286,4,863.1302693684896,855.6322835286459,867.9105957031251,7.902713320055712,4,1177.3869222005208,1127.7874918619793,1242.4871663411457,66.12017491625913,4,923.558837890625,911.1733642578125,937.5387125651041,14.413786894657811,4,1.3274999856948853,1.309999942779541,1.3510000228881835,0.023629114455469866,4,1.3672500252723703,1.335700023174287,1.4130000472068787,0.04936515350346424,4,4,18378.92946848191,17408.332145423403,19349.526791540422,1715.789872340455,2,35.537706432797435,35.537706432797435,35.537706432797435,,1,868.4108072916667,868.1837890625001,868.6378255208333,0.40131532324175234,2,866.8033040364583,865.785009765625,867.8215983072917,1.8001069603741788,2,1149.9473876953125,1128.348982747396,1171.545792643229,38.180946503712285,2,920.3369547526042,912.4162190755209,928.2576904296875,14.00201477312964,2,1.3349999785423279,1.3149999499320983,1.3550000071525574,0.03535538963554559,2,1.3945000171661395,1.3580999851226838,1.4309000492095951,0.0643467737333377,2,2
25-C26-B07-Jun,2025,26,Batea 07,2025-06-24 17:33:00,2025-06-24 03:55:00.000,2025-06-24 13:25:57.000,14934.660955241296,112.01,0.4892785167271261,0.3992313915857605,0.428616758547398,13.780298748486073,81.59593727030826,69.4,8.636919379796447,2.054951762583322,112.01,27.730217397455572,23.44,59.38,0.0,17.19,0.0,18378.92946848191,17408.332145423403,19349.526791540422,1715.789872340455,2,35.537706432797435,35.537706432797435,35.537706432797435,,1,868.4108072916667,868.1837890625001,868.6378255208333,0.40131532324175234,2,866.8033040364583,865.785009765625,867.8215983072917,1.8001069603741788,2,1149.9473876953125,1128.348982747396,1171.545792643229,38.180946503712285,2,920.3369547526042,912.4162190755209,928.2576904296875,14.00201477312964,2,1.3349999785423279,1.3149999499320983,1.3550000071525574,0.03535538963554559,2,1.3945000171661395,1.3580999851226838,1.4309000492095951,0.0643467737333377,2,2,18378.92946848191,17408.332145423403,19349.526791540422,1715.789872340455,2,35.537706432797435,35.537706432797435,35.537706432797435,,1,868.4108072916667,868.1837890625001,868.6378255208333,0.40131532324175234,2,866.8033040364583,865.785009765625,867.8215983072917,1.8001069603741788,2,1149.9473876953125,1128.348982747396,1171.545792643229,38.180946503712285,2,920.3369547526042,912.4162190755209,928.2576904296875,14.00201477312964,2,1.3349999785423279,1.3149999499320983,1.3550000071525574,0.03535538963554559,2,1.3945000171661395,1.3580999851226838,1.4309000492095951,0.0643467737333377,2,2
25-C26-B08-Jun,2025,26,Batea 08,2025-06-25 05:06:00,2025-06-24 13:25:57.000,2025-06-25 00:13:00.000,15241.377356103732,111.34,0.5570566948130277,0.4645673271330368,0.458588604666401,15.903819863289105,83.39677656849017,74.3,8.86359382380232,1.592346616065781,111.34,28.423575513883467,28.33,56.67,0.0,15.0,0.0,17734.909244700222,15983.458869472406,19326.019258846893,1808.646356123067,4,36.592332767769065,35.74863169979176,37.43603383574637,1.4914668661527097,2,868.3220011393229,867.8592936197916,868.7136637369791,0.4726354485246845,4,869.8247884114583,866.2941569010417,873.1336100260417,3.6873608447373396,4,1131.3840942382812,1110.61650390625,1160.7465901692708,31.074666481025776,4,906.603739420573,888.4252766927084,924.2973225911459,19.978855791875993,4,1.3599999845027924,1.3249999642372132,1.3949999809265137,0.04082483877979854,4,1.4097500145435342,1.3672999739646936,1.440000057220459,0.04289817279678103,4,4,17090.889020918534,15799.610975697735,18382.167066139333,2282.6786554323407,2,37.646959102740695,37.646959102740695,37.646959102740695,,1,868.2331949869791,867.8422770182291,868.6241129557292,0.6910518664769897,2,872.8462727864583,872.2715983072917,873.4209472656249,1.0158905529839666,2,1112.82080078125,1108.41220703125,1117.22939453125,7.793366340304077,2,892.8705240885417,883.980029296875,901.7610188802083,15.716322888227928,2,1.3849999904632568,1.3650000095367432,1.4049999713897705,0.03535530534184857,2,1.425000011920929,1.412999975681305,1.437000048160553,0.021213267498806164,2,2
25-C26-B09-Jun,2025,26,Batea 09,2025-06-25 14:35:00,2025-06-25 00:13:00.000,2025-06-25 09:53:30.000,15752.973247339633,112.55,0.6169070512820513,0.4822115384615384,0.454495570187189,21.515452361889512,78.16599558384205,74,8.551387833654255,1.9849847726503669,112.55,29.030816408918525,30.14,50.68,0.0,19.18,0.0,17090.889020918534,15799.610975697735,18382.167066139333,2282.6786554323407,2,37.646959102740695,37.646959102740695,37.646959102740695,,1,868.2331949869791,867.8422770182291,868.6241129557292,0.6910518664769897,2,872.8462727864583,872.2715983072917,873.4209472656249,1.0158905529839666,2,1112.82080078125,1108.41220703125,1117.22939453125,7.793366340304077,2,892.8705240885417,883.980029296875,901.7610188802083,15.716322888227928,2,1.3849999904632568,1.3650000095367432,1.4049999713897705,0.03535530534184857,2,1.425000011920929,1.412999975681305,1.437000048160553,0.021213267498806164,2,2,17090.889020918534,15799.610975697735,18382.167066139333,2282.6786554323407,2,37.646959102740695,37.646959102740695,37.646959102740695,,1,868.2331949869791,867.8422770182291,868.6241129557292,0.6910518664769897,2,872.8462727864583,872.2715983072917,873.4209472656249,1.0158905529839666,2,1112.82080078125,1108.41220703125,1117.22939453125,7.793366340304077,2,892.8705240885417,883.980029296875,901.7610188802083,15.716322888227928,2,1.3849999904632568,1.3650000095367432,1.4049999713897705,0.03535530534184857,2,1.425000011920929,1.412999975681305,1.437000048160553,0.021213267498806164,2,2
25-C26-B12-Jun,2025,26,Batea 12,2025-06-26 01:24:00,2025-06-25 09:53:00.000,2025-06-25 21:57:00.000,15579.186908065249,115.64,0.5475809676129548,0.4425807738332668,0.551436852710939,13.25485805677729,80.82471817137645,78.2,9.221233527087811,1.7210010846249701,115.64,28.837437632124693,30.3,46.97,0.0,22.73,0.0,17090.889020918534,15799.610975697735,18382.167066139333,2282.6786554323407,2,37.646959102740695,37.646959102740695,37.646959102740695,,1,868.2331949869791,867.8422770182291,868.6241129557292,0.6910518664769897,2,872.8462727864583,872.2715983072917,873.4209472656249,1.0158905529839666,2,1112.82080078125,1108.41220703125,1117.22939453125,7.793366340304077,2,892.8705240885417,883.980029296875,901.7610188802083,15.716322888227928,2,1.3849999904632568,1.3650000095367432,1.4049999713897705,0.03535530534184857,2,1.425000011920929,1.412999975681305,1.437000048160553,0.021213267498806164,2,2,14724.84605586173,10218.591556666393,18119.249265544713,4697.975151027378,4,38.56972829462998,37.831512941118554,39.3079436481414,1.304992706109886,2,851.7269287109374,833.5075602213542,868.4286539713542,19.382026451586867,4,873.8858846028646,872.558935546875,875.4376546223958,1.6964698488077308,4,1038.5746459960938,931.7319580078125,1115.02509765625,108.61610879794348,4,893.6261189778646,873.0444905598958,914.8122233072917,22.408552316781098,4,1.3974999785423279,1.375,1.409999966621399,0.02499997615814209,4,1.4224999845027924,1.409999966621399,1.4370000243186951,0.015000032054100196,4,4
25-C26-B13-Jun,2025,26,Batea 13,2025-06-26 13:49:00,2025-06-25 21:57:00.000,2025-06-26 08:20:00.000,14556.720000000001,114.06,0.70816,0.5441376550620248,0.52738564012989,21.459293089753768,76.83823642425791,,8.765394201750793,1.75,114.06,30.097585750032174,28.99,53.62,0.0,17.39,0.0,14724.84605586173,10218.591556666393,18119.249265544713,4697.975151027378,4,38.56972829462998,37.831512941118554,39.3079436481414,1.304992706109886,2,851.7269287109374,833.5075602213542,868.4286539713542,19.382026451586867,4,873.8858846028646,872.558935546875,875.4376546223958,1.6964698488077308,4,1038.5746459960938,931.7319580078125,1115.02509765625,108.61610879794348,4,893.6261189778646,873.0444905598958,914.8122233072917,22.408552316781098,4,1.3974999785423279,1.375,1.409999966621399,0.02499997615814209,4,1.4224999845027924,1.409999966621399,1.4370000243186951,0.015000032054100196,4,4,12358.803090804926,8843.822466559423,15873.78371505043,6213.666587858298,2,39.49249748651926,39.49249748651926,39.49249748651926,,1,835.2206624348958,831.7944580078124,838.6468668619792,6.056730960305014,2,874.9254964192709,873.9011800130208,875.9498128255209,1.8107526923500237,2,964.3284912109375,899.1354248046875,1029.5215576171875,115.2461483555107,2,894.3817138671875,874.3246500651042,914.4387776692708,35.45621456286085,2,1.409999966621399,1.409999966621399,1.409999966621399,0.0,2,1.4199999570846558,1.4119999647140502,1.4279999494552613,0.014142122136739427,2,2
25-C26-B14-Jun,2025,26,Batea 14,2025-06-27 01:42:00,2025-06-26 14:20:00.000,2025-06-27 00:02:00.000,14874.614129335901,117.21,0.5899645808736718,0.4796299960427385,0.496039568733166,19.182447855175127,81.29810018975375,80.2,8.886901198744038,1.6749462629832055,117.21,27.92162338897244,17.24,72.41,0.0,10.34,0.0,14336.129171031116,10385.546095056143,16704.851382825138,4258.555808307281,4,37.39134572403657,35.71042431405042,39.072267134022724,2.9714773191071524,2,832.8995564778645,830.4756510416667,836.9337646484375,4.4108282684790945,4,879.5499064127605,874.4133382161459,885.2903645833334,5.898842842287962,4,975.0324503580729,894.16015625,1049.3705810546876,86.0824462670222,4,905.8523356119791,873.5160725911459,941.7575113932292,36.94398945473063,4,1.409999966621399,1.4029999732971192,1.4169999599456786,0.008164958022559074,4,1.4174999594688416,1.409999966621399,1.4269999504089355,0.009574261946826956,4,4,16313.455251257308,16089.336324138156,16537.57417837646,396.1900328955164,2,35.29019396155388,35.29019396155388,35.29019396155388,,1,830.5784505208333,830.3728515624999,830.7840494791667,0.3634510441060029,2,884.17431640625,881.9422200520833,886.4064127604167,3.9458261707326026,2,985.7364095052083,933.611669921875,1037.8611490885417,92.14439206739466,2,917.3229573567708,890.1280680338541,944.5178466796875,48.07422663463,2,1.409999966621399,1.4019999742507934,1.4179999589920045,0.014142122136739427,2,1.4149999618530273,1.4109999656677246,1.4189999580383301,0.0070710610683697135,2,2
25-C26-B15-Jun,2025,26,Batea 15,2025-06-27 17:30:00,2025-06-27 00:02:00.000,2025-06-27 11:15:00.000,15093.698100172713,109.6689,0.43269916765755045,0.27565710872162486,0.3386792246991,11.462223117196942,63.70641067185671,,8.069316402823477,0.9079694053787318,109.6689,28.1449685636801,27.12,72.88,0.0,0.0,0.0,16313.455251257308,16089.336324138156,16537.57417837646,396.1900328955164,2,35.29019396155388,35.29019396155388,35.29019396155388,,1,830.5784505208333,830.3728515624999,830.7840494791667,0.3634510441060029,2,884.17431640625,881.9422200520833,886.4064127604167,3.9458261707326026,2,985.7364095052083,933.611669921875,1037.8611490885417,92.14439206739466,2,917.3229573567708,890.1280680338541,944.5178466796875,48.07422663463,2,1.409999966621399,1.4019999742507934,1.4179999589920045,0.014142122136739427,2,1.4149999618530273,1.4109999656677246,1.4189999580383301,0.0070710610683697135,2,2,16313.455251257308,16089.336324138156,16537.57417837646,396.1900328955164,2,35.29019396155388,35.29019396155388,35.29019396155388,,1,830.5784505208333,830.3728515624999,830.7840494791667,0.3634510441060029,2,884.17431640625,881.9422200520833,886.4064127604167,3.9458261707326026,2,985.7364095052083,933.611669921875,1037.8611490885417,92.14439206739466,2,917.3229573567708,890.1280680338541,944.5178466796875,48.07422663463,2,1.409999966621399,1.4019999742507934,1.4179999589920045,0.014142122136739427,2,1.4149999618530273,1.4109999656677246,1.4189999580383301,0.0070710610683697135,2,2
25-C27-B01-Jun,2025,27,Batea 01,2025-06-28 00:26:00,2025-06-27 12:40:00.000,2025-06-27 21:43:00.000,13561.887917794444,112.58,0.5406423473433782,0.4338587390263368,0.523599653031453,11.257216494845359,80.24875246237048,76.06988204111089,8.674340659058778,1.4397680392845582,112.58,28.764709654842417,29.09,69.09,0.0,1.82,0.0,16313.455251257308,16089.336324138156,16537.57417837646,396.1900328955164,2,35.29019396155388,35.29019396155388,35.29019396155388,,1,830.5784505208333,830.3728515624999,830.7840494791667,0.3634510441060029,2,884.17431640625,881.9422200520833,886.4064127604167,3.9458261707326026,2,985.7364095052083,933.611669921875,1037.8611490885417,92.14439206739466,2,917.3229573567708,890.1280680338541,944.5178466796875,48.07422663463,2,1.409999966621399,1.4019999742507934,1.4179999589920045,0.014142122136739427,2,1.4149999618530273,1.4109999656677246,1.4189999580383301,0.0070710610683697135,2,2,15275.421173877789,12115.998075926542,17604.41700992542,3334.1968376231534,4,34.479822227444615,33.83152484015721,35.12811961473203,1.1460386969411247,2,838.2137247721354,830.4315104166667,851.9574137369791,15.198843168629859,4,886.7330525716146,883.0582682291666,889.9566487630209,3.9700358060211,4,1066.04150390625,959.6740397135417,1146.769873046875,106.9087792704996,4,939.8897094726562,903.7255126953125,963.0450032552084,38.08978094329494,4,1.409999966621399,1.3929999828338624,1.4269999504089355,0.01825740117187435,4,1.417499989271164,1.3959999799728393,1.441000020503998,0.02500002781551858,4,4
25-C27-B02-Jun,2025,27,Batea 02,2025-06-28 14:42:00,2025-06-27 21:43:00.000,2025-06-28 08:17:00.000,14884.801289173149,108.26,0.5110665597433842,0.3948768864177918,0.605055517542301,13.05618332674832,77.26525613729582,65.57631982393114,8.259596327018892,1.189582520093285,108.26,27.798445218598776,45.61,54.39,0.0,0.0,0.0,15275.421173877789,12115.998075926542,17604.41700992542,3334.1968376231534,4,34.479822227444615,33.83152484015721,35.12811961473203,1.1460386969411247,2,838.2137247721354,830.4315104166667,851.9574137369791,15.198843168629859,4,886.7330525716146,883.0582682291666,889.9566487630209,3.9700358060211,4,1066.04150390625,959.6740397135417,1146.769873046875,106.9087792704996,4,939.8897094726562,903.7255126953125,963.0450032552084,38.08978094329494,4,1.409999966621399,1.3929999828338624,1.4269999504089355,0.01825740117187435,4,1.417499989271164,1.3959999799728393,1.441000020503998,0.02500002781551858,4,4,14237.387096498269,11197.19867440712,17277.57551858942,5374.344623363704,2,33.669450493335354,33.669450493335354,33.669450493335354,,1,845.8489990234375,833.7204508463542,857.9775472005208,21.440446654908357,2,889.2917887369792,887.9620686848958,890.6215087890625,2.350635164769662,2,1146.3465983072915,1145.5000488281248,1147.1931477864584,1.4965021933217784,2,962.4564615885417,961.2793782552084,963.633544921875,2.08080901755419,2,1.409999966621399,1.393999981880188,1.4259999513626098,0.028284244273478854,2,1.4200000166893005,1.3959999918937682,1.4440000414848329,0.042426450703915305,2,2
25-C27-B03-Jun,2025,27,Batea 03,2025-06-29 02:41:00,2025-06-28 08:17:00.000,2025-06-28 23:21:00.000,15488.0,107.29,0.5685348278622898,0.4375352112676057,0.527432463950486,14.884467574059247,76.95838316761576,60.65085609701815,8.483036580633545,1.7194887013077613,107.29,27.18099688816167,34.67,52.0,0.0,13.33,0.0,14237.387096498269,11197.19867440712,17277.57551858942,5374.344623363704,2,33.669450493335354,33.669450493335354,33.669450493335354,,1,845.8489990234375,833.7204508463542,857.9775472005208,21.440446654908357,2,889.2917887369792,887.9620686848958,890.6215087890625,2.350635164769662,2,1146.3465983072915,1145.5000488281248,1147.1931477864584,1.4965021933217784,2,962.4564615885417,961.2793782552084,963.633544921875,2.08080901755419,2,1.409999966621399,1.393999981880188,1.4259999513626098,0.028284244273478854,2,1.4200000166893005,1.3959999918937682,1.4440000414848329,0.042426450703915305,2,2,15477.837800446883,11648.845468655305,18683.598829036062,3876.982949394894,4,34.96427241414906,33.92841487749809,36.00012995080002,1.831154721272721,2,856.0025024414062,839.7847249348958,866.2078287760417,17.049934990887124,4,889.7165323893229,888.0350830078125,891.1971842447916,1.7261749049565207,4,1133.2800699869792,1113.4176432291667,1146.769873046875,20.514053011345762,4,925.6433512369792,883.0078450520833,963.0450032552084,44.15466682278338,4,1.3949999809265137,1.3759999990463256,1.4179999589920045,0.025166090783958518,4,1.4525000154972076,1.4050000071525575,1.505999994277954,0.05795111642476306,4,4
25-C27-B04-Jun,2025,27,Batea 04,2025-06-29 14:11:00,2025-06-28 23:21:00.000,2025-06-29 11:24:00.000,15781.599524291943,106.66,0.4838593687574911,0.3796255060728745,0.419563751040809,17.96691969636436,78.45781865249812,76.52425660159022,8.46936717051557,1.6600229044619654,106.66,24.925238826655836,33.96,0.0,0.0,66.04,0.0,15477.837800446883,11648.845468655305,18683.598829036062,3876.982949394894,4,34.96427241414906,33.92841487749809,36.00012995080002,1.831154721272721,2,856.0025024414062,839.7847249348958,866.2078287760417,17.049934990887124,4,889.7165323893229,888.0350830078125,891.1971842447916,1.7261749049565207,4,1133.2800699869792,1113.4176432291667,1146.769873046875,20.514053011345762,4,925.6433512369792,883.0078450520833,963.0450032552084,44.15466682278338,4,1.3949999809265137,1.3759999990463256,1.4179999589920045,0.025166090783958518,4,1.4525000154972076,1.4050000071525575,1.505999994277954,0.05795111642476306,4,4,16718.288504395503,14924.562688709158,18512.014320081846,3170.889219652962,2,36.25909433496276,36.25909433496276,36.25909433496276,,1,866.156005859375,866.0523600260417,866.2596516927083,0.1832216789792732,2,890.1412760416666,889.2131510416666,891.0694010416667,1.640708703221911,2,1120.2135416666667,1106.6217447916667,1133.8053385416667,24.027129347056565,2,888.8302408854167,877.18544921875,900.4750325520833,20.58527788251147,2,1.3799999952316284,1.3720000028610229,1.387999987602234,0.014142122136739427,2,1.4850000143051147,1.4490000486373902,1.5209999799728393,0.06363954961532742,2,2
25-C27-B05-Jun,2025,27,Batea 05,2025-06-30 02:27:00,2025-06-29 11:24:00.000,2025-06-29 23:17:00.000,15955.67162857967,104.24,0.5597459309249703,0.458,0.539292938346298,11.053949980150854,81.82283687943263,64.32466939004452,8.909565413005469,1.9681025523490383,104.24,24.987441644078153,26.32,38.6,0.0,35.09,0.0,16718.288504395503,14924.562688709158,18512.014320081846,3170.889219652962,2,36.25909433496276,36.25909433496276,36.25909433496276,,1,866.156005859375,866.0523600260417,866.2596516927083,0.1832216789792732,2,890.1412760416666,889.2131510416666,891.0694010416667,1.640708703221911,2,1120.2135416666667,1106.6217447916667,1133.8053385416667,24.027129347056565,2,888.8302408854167,877.18544921875,900.4750325520833,20.58527788251147,2,1.3799999952316284,1.3720000028610229,1.387999987602234,0.014142122136739427,2,1.4850000143051147,1.4490000486373902,1.5209999799728393,0.06363954961532742,2,2,16813.040140482135,14882.151457874994,18668.127514219967,2034.3498812574453,4,35.610984359629185,35.092496379362316,36.12947233989605,0.9165659170260396,2,866.2029012044271,865.9271565755208,866.516162109375,0.32098791886599615,4,876.6356201171874,854.5659342447916,890.6053385416666,23.445578863335655,4,1134.074178059896,1113.4176432291667,1149.9865071614583,21.590043590192746,4,893.5306396484376,878.5273518880209,906.6234456380208,15.312490054752287,4,1.3474999964237213,1.308999979496002,1.3839999914169312,0.04031129712029542,4,1.4200000166893005,1.353000020980835,1.5029999971389771,0.08366598460564832,4,4
25-C27-B06-Jun,2025,27,Batea 06,2025-06-30 13:11:00,2025-06-29 23:17:00.000,2025-06-30 09:02:07.000,16219.199254928339,111.0761,0.6012738853503184,0.42646942017474176,0.466313359500193,22.610071656050955,70.92764721126532,72.55628651065707,7.977444521247979,1.2469602111036373,111.0761,26.431977568735093,36.92,24.62,0.0,38.46,0.0,16813.040140482135,14882.151457874994,18668.127514219967,2034.3498812574453,4,35.610984359629185,35.092496379362316,36.12947233989605,0.9165659170260396,2,866.2029012044271,865.9271565755208,866.516162109375,0.32098791886599615,4,876.6356201171874,854.5659342447916,890.6053385416666,23.445578863335655,4,1134.074178059896,1113.4176432291667,1149.9865071614583,21.590043590192746,4,893.5306396484376,878.5273518880209,906.6234456380208,15.312490054752287,4,1.3474999964237213,1.308999979496002,1.3839999914169312,0.04031129712029542,4,1.4200000166893005,1.353000020980835,1.5029999971389771,0.08366598460564832,4,4,16907.791776568767,16045.183938043601,17770.39961509393,1524.889630314536,2,34.9628743842956,34.9628743842956,34.9628743842956,,1,866.2497965494792,865.9576416015625,866.5419514973959,0.5164618620726672,2,863.1299641927083,846.001904296875,880.2580240885417,30.27841825228278,2,1147.934814453125,1143.8314290364583,1152.0381998697917,7.25382913486736,2,898.2310384114584,890.4072102864584,906.0548665364583,13.830704805063828,2,1.3149999976158142,1.3029999613761902,1.3270000338554382,0.021213267498806164,2,1.3550000190734863,1.3510000228881835,1.359000015258789,0.0070710610683697135,2,2
25-C27-B07-Jun,2025,27,Batea 07,2025-07-01 01:00:00,2025-06-30 09:02:20.000,2025-06-30 19:17:20.000,15103.722171544738,107.56,0.5419074000791453,0.413530612244898,0.583499080889974,10.985120696478036,76.31019841849402,70.44231674049175,9.220953964052024,1.694075946727827,107.56,26.62616865392546,27.78,41.67,0.0,30.56,0.0,16907.791776568767,16045.183938043601,17770.39961509393,1524.889630314536,2,34.9628743842956,34.9628743842956,34.9628743842956,,1,866.2497965494792,865.9576416015625,866.5419514973959,0.5164618620726672,2,863.1299641927083,846.001904296875,880.2580240885417,30.27841825228278,2,1147.934814453125,1143.8314290364583,1152.0381998697917,7.25382913486736,2,898.2310384114584,890.4072102864584,906.0548665364583,13.830704805063828,2,1.3149999976158142,1.3029999613761902,1.3270000338554382,0.021213267498806164,2,1.3550000190734863,1.3510000228881835,1.359000015258789,0.0070710610683697135,2,2,15724.352874402435,14049.45221243298,17339.095695831347,1910.1991337853742,4,34.77092810585678,34.61737108310572,34.92448512860784,0.27145303021522693,2,866.2915445963542,865.7446370442709,866.8718505859375,0.6096924410531829,4,840.1483154296875,813.04599609375,871.693994140625,32.871752848298506,4,1132.5215454101562,1070.844580078125,1181.8678955078126,65.55655566684602,4,901.9252115885417,891.9367268880209,910.2217366536458,10.123874883709794,4,1.3400000035762787,1.308999979496002,1.3789999961853028,0.04242640387410895,4,1.350000023841858,1.3430000305175782,1.3570000171661376,0.008164958022559074,4,4
25-C27-B08-Jul,2025,27,Batea 08,2025-07-01 12:12:00,2025-06-30 21:47:20.000,2025-07-01 07:19:51.000,15947.59100877193,108.36,0.6523905182804339,0.4748280048563335,0.498766239571379,19.055243069505824,72.78278754079406,74.79297050257566,8.3891382765852,1.2655336257309941,108.36,26.218873686667145,40.0,32.73,0.0,27.27,0.0,15724.352874402435,14049.45221243298,17339.095695831347,1910.1991337853742,4,34.77092810585678,34.61737108310572,34.92448512860784,0.27145303021522693,2,866.2915445963542,865.7446370442709,866.8718505859375,0.6096924410531829,4,840.1483154296875,813.04599609375,871.693994140625,32.871752848298506,4,1132.5215454101562,1070.844580078125,1181.8678955078126,65.55655566684602,4,901.9252115885417,891.9367268880209,910.2217366536458,10.123874883709794,4,1.3400000035762787,1.308999979496002,1.3789999961853028,0.04242640387410895,4,1.350000023841858,1.3430000305175782,1.3570000171661376,0.008164958022559074,4,4,14540.913972236101,13557.990452629858,15523.837491842345,1737.5797152533082,2,34.578981827417955,34.578981827417955,34.578981827417955,,1,866.3332926432292,865.8143798828125,866.8522054036458,0.9173168293371113,2,817.1666666666667,808.9253255208333,825.4080078125,14.56877052572618,2,1117.1082763671875,1055.4249755859375,1178.7915771484375,109.04170067097834,2,905.619384765625,901.1794759114583,910.0592936197917,7.848724146578664,2,1.3650000095367432,1.337000036239624,1.3929999828338624,0.04949742747858799,2,1.3450000286102295,1.3410000324249267,1.3490000247955323,0.0070710610683697135,2,2
